# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
1080.5996439; 89.6294494; 34.4825225; -2.8125448; -0.0687252; 9.9814334; 2.0975520
1081.0994588; 89.7830553; 34.0069249; -2.8453465; -0.0627608; 10.0859202; 2.2797526
1081.5992736; 89.9216326; 33.5269678; -2.8751554; -0.0566573; 10.1982692; 2.4793174
1082.0990884; 90.0466316; 33.0430380; -2.9019646; -0.0505708; 10.3190646; 2.6994783
1082.5989032; 90.1593858; 32.5559492; -2.9257562; -0.0445321; 10.4489987; 2.9360754
1083.0987180; 90.2612707; 32.0664135; -2.9465395; -0.0385570; 10.5885108; 3.1859182
1083.5985329; 90.3536867; 31.5750478; -2.9643395; -0.0326427; 10.7378442; 3.4466164
1084.0983477; 90.4380464; 31.0823841; -2.9791832; -0.0267738; 10.8970931; 3.7299003
1084.5981625; 90.5157952; 30.5887068; -2.9911044; -0.0209429; 11.0668495; 4.0340943
1085.0979773; 90.5884255; 30.0938999; -3.0000966; -0.0150006; 11.2475668; 4.3150846
1085.5977921; 90.6573391; 29.5985298; -3.0061604; -0.0092919; 11.4377115; 4.5987112
1086.0976070; 90.7239048; 29.1030196; -3.0096036; -0.0049928; 11.6369348; 4.8766191
1086.5974218; 90.7892103; 28.6075196; -3.0111970; -0.0013782; 11.8445374; 5.0957774
1087.0972366; 90.8541709; 28.1120313; -3.0109551; 0.0023589; 12.0576513; 5.2085022
1087.5970514; 90.9197126; 27.6166703; -3.0088106; 0.0062712; 12.2716555; 5.2392958
1088.0968663; 90.9868085; 27.1215416; -3.0046466; 0.0103878; 12.4832241; 5.2338691
1088.5966811; 91.0564698; 26.6267766; -2.9984439; 0.0144611; 12.6910526; 4.9946572
1089.0964959; 91.1297041; 26.1325243; -2.9901934; 0.0185904; 12.8862571; 4.6875370
1089.5963107; 91.2075415; 25.6388419; -2.9798938; 0.0226598; 13.0668062; 4.3343023
1090.0961255; 91.2909729; 25.1459313; -2.9676328; 0.0264097; 13.2315578; 3.9733764
1090.5959404; 91.3808806; 24.6541980; -2.9535976; 0.0297262; 13.3808081; 3.6098106
1091.0957552; 91.4780626; 24.1638784; -2.9380282; 0.0325209; 13.5149731; 3.2598319
1091.5955700; 91.5831822; 23.6752208; -2.9211950; 0.0347670; 13.6349963; 2.9343611
1092.0953848; 91.6967601; 23.1884774; -2.9033705; 0.0364849; 13.7421395; 2.6390749
1092.5951996; 91.8191800; 22.7038982; -2.8848084; 0.0377244; 13.8377923; 2.3757549
1093.0950145; 91.9507009; 22.2217254; -2.8657328; 0.0385511; 13.9233391; 2.1437849
1093.5948293; 92.0914744; 21.7421887; -2.8463373; 0.0390154; 14.0000843; 1.9411689
1094.0946441; 92.2415593; 21.2655016; -2.8267877; 0.0391806; 14.0692150; 1.4653889
1094.5944589; 92.4009404; 20.7918586; -2.8072010; 0.0391843; 14.1211776; 0.6947682
1095.0942738; 92.5695571; 20.3214380; -2.7876537; 0.0390215; 14.1457474; -0.1234764
1095.5940886; 92.7473057; 19.8543719; -2.7683094; 0.0383518; 14.1413839; -0.7122421
1096.0939034; 92.9340911; 19.3906549; -2.7489849; 0.0390457; 14.1161879; -0.8304600
1096.5937182; 93.1299580; 18.9306101; -2.7290261; 0.0407906; 14.0867529; -0.8452592
1097.0935330; 93.3351791; 18.4745899; -2.7082884; 0.0421602; 14.0567301; -0.8604347
1097.5933479; 93.5499919; 18.0229516; -2.6868541; 0.0434998; 14.0261023; -0.8756190
1098.0931627; 93.7745722; 17.5761062; -2.6647964; 0.0446376; 13.9948651; -0.8905947
1098.5929775; 94.0090037; 17.1345163; -2.6422184; 0.0455878; 13.9630221; -0.9052678
1099.0927923; 94.2532388; 16.6987343; -2.6192484; 0.0462866; 13.9305798; -0.9190867
1099.5926071; 94.5070373; 16.2694384; -2.5960745; 0.0466067; 13.8975648; -0.5324361
1100.0924220; 94.7721594; 15.8438849; -2.5728242; 0.0460200; 13.8784029; 0.0422610
1100.5922368; 95.0462786; 15.4256374; -2.5501809; 0.0442714; 13.8799248; 0.4695695
1101.0920516; 95.3287469; 15.0147002; -2.5288953; 0.0407317; 13.8968237; 0.5737194
1101.5918664; 95.6208129; 14.6077276; -2.5097893; 0.0353355; 13.9174428; 0.6420531
1102.0916813; 95.9192026; 14.2069837; -2.4939897; 0.0277371; 13.9404817; 0.7491235
1102.5914961; 96.2225844; 13.8107477; -2.4838986; 0.0119043; 13.9673146; 0.8996472
1103.0913109; 96.5284716; 13.4182875; -2.4719942; 0.0424000; 13.9994711; 0.9980031
