# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
731.0410536; 358.6901585; 209.9216330; -3.1217854; 0.0433555; 11.3642186; -0.1201698
734.0371235; 358.9732089; 206.9934711; -2.9430572; 0.0931287; 11.3324927; -0.0799664
737.0331933; 359.9701056; 204.2179359; -2.6498114; 0.0937894; 11.3113315; -0.0799664
740.0292632; 361.7031303; 201.8053700; -2.3939189; 0.0793775; 11.2901307; 1.8023139
743.0253331; 363.9782868; 199.8564002; -2.1673195; 0.0725145; 11.7586890; 1.8872406
746.0214030; 366.6258605; 198.4477272; -1.9529823; 0.0701877; 12.2301013; 1.4081652
749.0174729; 369.5088590; 197.6266854; -1.7435257; 0.0692360; 12.5703341; 0.9610366
752.0135428; 372.4967238; 197.4161953; -1.5395377; 0.0671054; 12.7973421; 0.9076529
755.0096127; 375.4640397; 197.8010681; -1.3462931; 0.0626935; 13.0081032; 1.2858317
758.0056826; 378.3103347; 198.7286251; -1.1686225; 0.0562638; 13.3009636; 1.9354887
761.0017525; 380.9662193; 200.1230498; -1.0097802; 0.0493098; 13.7300164; 2.5866221
763.9978224; 383.3897404; 201.8968071; -0.8722256; 0.0415732; 14.2833033; 3.3910374
766.9938923; 385.5665432; 203.9558412; -0.7561572; 0.0371388; 14.9777275; 3.5283597
769.9899622; 387.4965641; 206.2378324; -0.6485129; 0.0357658; 15.6676337; 3.0669819
772.9860320; 389.1723458; 208.7135335; -0.5410872; 0.0366726; 16.2435381; 2.1589401
775.9821019; 390.5674028; 211.3594395; -0.4279009; 0.0394503; 16.6369830; 0.6487217
778.9781718; 391.6416225; 214.1525479; -0.3047895; 0.0427539; 16.7534006; -0.1754228
781.9742417; 392.3534318; 217.0601403; -0.1759135; 0.0422391; 16.7219997; 0.0141190
784.9703116; 392.6936091; 220.0342957; -0.0533940; 0.0393294; 16.7245292; 0.8243476
787.9663815; 392.6812206; 223.0274550; 0.0604154; 0.0367921; 16.8715584; 1.3492508
790.9624514; 392.3404535; 226.0018877; 0.1661672; 0.0340811; 17.1094823; 1.8403370
793.9585213; 391.6940505; 228.9213469; 0.2699996; 0.0351204; 17.4287676; 1.1418997
796.9545912; 390.7436408; 231.7585606; 0.3768088; 0.0356928; 17.6239712; 0.7195351
799.9506611; 389.4950563; 234.4813346; 0.4828059; 0.0350290; 17.7458704; 0.7719964
802.9467310; 387.9669909; 237.0592540; 0.5869804; 0.0342336; 17.8757329; 0.8612273
805.9428009; 386.1818398; 239.4677077; 0.6881008; 0.0329341; 18.0195012; 1.1032851
808.9388707; 384.1672995; 241.6885322; 0.7844296; 0.0310181; 18.2020180; 1.5162090
811.9349406; 381.9545982; 243.7128207; 0.8738450; 0.0281861; 18.4498997; 2.1927443
814.9310105; 379.5808523; 245.5412674; 0.9533938; 0.0248252; 18.8026069; 3.0023736
817.9270804; 377.0814155; 247.1864753; 1.0221139; 0.0211516; 19.2750790; 3.9093762
820.9231503; 374.4829385; 248.6703951; 1.0801393; 0.0178742; 19.8734546; 4.6936754
823.9192202; 371.8072616; 250.0133787; 1.1300924; 0.0157430; 20.5688930; 5.0355754
826.9152901; 369.0697568; 251.2288414; 1.1752217; 0.0145136; 21.2897447; 5.0167167
829.9113600; 366.2808898; 252.3241588; 1.2175584; 0.0137927; 21.9844058; 4.9979287
832.9074299; 363.4487490; 253.3032324; 1.2581085; 0.0132877; 22.6552948; 4.8591104
835.9034998; 360.5800203; 254.1687390; 1.2972159; 0.0128288; 23.2890286; 4.7029297
838.8995697; 357.6805037; 254.9234124; 1.3348742; 0.0123300; 23.8863866; 4.6083986
841.8956395; 354.7553911; 255.5706444; 1.3709125; 0.0117541; 24.4575885; 4.5951243
844.8917094; 351.8094277; 256.1147225; 1.4050893; 0.0110868; 25.0141612; 4.6718232
847.8877793; 348.8469718; 256.5609094; 1.4371411; 0.0103286; 25.5676060; 4.8396153
850.8838492; 345.8719675; 256.9154496; 1.4667932; 0.0094754; 26.1285692; 4.8733112
853.8799191; 342.8879223; 257.1855293; 1.4938155; 0.0085646; 26.6815234; 4.8550602
856.8759890; 339.8977070; 257.3791371; 1.5179364; 0.0075264; 27.2212397; 4.8368776
859.8720589; 336.9038941; 257.5050732; 1.5391434; 0.0066489; 27.7484979; 4.8187630
